title,url,category
Temu says it’s only shipping from the US. That doesn’t mean the products are made here,https://edition.cnn.com/2025/05/03/business/temu-shipping-us-china-de-minimis-tariffs,Business
Tiger Woods’ 2005 Masters chip-in was the shot heard around the world. We almost didn’t see it.,https://edition.cnn.com/2025/04/12/sport/tiger-woods-2005-masters-chip-20-years-later-spt,Sports
Japanese golfer Mao Saigo celebrates first major trophy by jumping in a pond,https://edition.cnn.com/2025/04/28/sport/mao-saigo-chevron-championship-win-spt-intl,Sports
Rory McIlroy says he spoke to two US Presidents after Masters victory,https://edition.cnn.com/2025/04/24/sport/rory-mcilroy-masters-victory-celebrations-golf-spt-intl,Sports
"Rory McIlroy could go onto win 10 majors now Masters ‘shackles are off,’ says men’s captain of his hometown golf club",https://edition.cnn.com/2025/04/19/sport/rory-mcilroy-masters-trevor-heaven-holywood-spt-intl,Sports
"‘Majestic,’ ‘mesmerizing,’ ‘a genius’: How the soccer world reacted to 17-year-old Lamine Yamal’s performance against Inter",https://edition.cnn.com/2025/05/01/sport/lamine-yamal-performance-champions-league-spt-intl,Sports
Harry Maguire talks to CNN about scoring the goal of a lifetime in the ‘craziest’ game of his career,https://edition.cnn.com/2025/05/01/sport/harry-maguire-manchester-united-europa-league-spt,Sports
Coco Gauff hands Iga Świątek one of the worst defeats of her career to reach Madrid Open final,https://edition.cnn.com/2025/05/02/sport/coco-gauff-iga-swiatek-madrid-open-spt-intl,Sports
Jannik Sinner says he considered walking away from tennis over doping ban,https://edition.cnn.com/2025/05/01/sport/jannik-sinner-consider-break-doping-ban-spt-intl,Sports
Tennis legend Andre Agassi ousted in second US Open Pickleball match,https://edition.cnn.com/2025/05/01/sport/andre-agassi-pickleball-us-open-intl-spt,Sports
‘A new reality’: Novak Djokovic pulls out of Italian Open ahead of French Open,https://edition.cnn.com/2025/04/30/sport/novak-djokovic-withdraws-italian-open-intl-spt,Sports
What the House GOP is proposing in its first draft of Trump’s sweeping tax and spending cuts package,https://edition.cnn.com/2025/05/02/politics/what-is-in-trump-tax-spending-cuts-package,Politics
Left in limbo: How federal workers still on the job are coping with chaos,https://edition.cnn.com/2025/05/02/politics/federal-workers-left-in-limbo,Politics
Trump says he wants to rename Veterans Day to ‘Victory Day for World War I’,https://edition.cnn.com/2025/05/02/politics/rename-veterans-day-victory-day,Politics
"With another role in his portfolio, Rubio ascends in Trump’s orbit",https://edition.cnn.com/2025/05/02/politics/marco-rubio-trump-world-mike-waltz,Politics
Trump administration considering labeling some suspected cartel and gang members inside the US as ‘enemy combatants’,https://edition.cnn.com/2025/05/02/politics/trump-administration-considers-labeling-suspected-cartels-gangs-enemy-combatants,Politics
Politico: Ketanji Brown Jackson warns Trump’s rhetoric against judges are ‘attacks on our democracy’,https://edition.cnn.com/2025/05/02/politics/ketanji-brown-jackson-trump-judges,Politics
"Army plans for a potential parade on Trump’s birthday call for 6,600 soldiers",https://edition.cnn.com/2025/05/01/politics/army-plans-military-parade-trump-birthday,Politics
Trump asks Supreme Court to end deportation protections for Venezuelans in the US,https://edition.cnn.com/2025/05/01/politics/trump-asks-supreme-court-to-end-deportation-protections-for-venezuelans-in-the-us,Politics
Trump orders a 100% tariff on foreign movies,https://edition.cnn.com/2025/05/04/media/movies-tariff-trump,Business
America’s largest real estate brokerages are fighting over private listings,https://edition.cnn.com/2025/05/05/economy/real-estate-fight-private-listings,Business
Trump says he will lower tariffs on China ‘at some point’,https://edition.cnn.com/2025/05/05/business/trump-lower-tariffs-on-china-intl-hnk,Business
Trump says he would extend TikTok deadline if no deal reached by June 19,https://edition.cnn.com/2025/05/04/business/trump-tiktok-deadline-june-19,Business
Disney’s ‘Thunderbolts’ rallies Marvel fans for a $76 million opening weekend,https://edition.cnn.com/2025/05/04/business/thunderbolts-marvel-box-office,Business
"Trump says good parts of US economy are ‘Trump economy,’ bad parts are ‘Biden economy’",https://edition.cnn.com/2025/05/04/business/trump-economy-tariffs-powell,Business
"On social media, everything from Lady Gaga to knee-high Converse sneakers is a ‘recession indicator’",https://edition.cnn.com/2025/05/04/tech/recession-indicators-tariffs-memes-cec,Business
The Oracle of Omaha takes his last bow. It’ll be a new Berkshire Hathaway from here on out,https://edition.cnn.com/2025/05/04/business/warren-buffett-berkshire-retirement,Business
,https://edition.cnn.com/2025/02/09/sport/gallery/super-bowl-lix-photos,Sports
Gallery,https://edition.cnn.com/2025/02/09/sport/gallery/super-bowl-lix-photos,Sports
Companies keep saying two words that prove they’re worried about the future,https://edition.cnn.com/2025/05/04/business/how-corporate-america-is-responding-to-tariffs,Business
Voice of America’s fate still in flux after appeals court pauses back-to-work orders,https://edition.cnn.com/2025/05/03/media/voice-of-america-return-trump-lake,Business
"Warren Buffett to step down from Berkshire at year’s end, Greg Abel to succeed Oracle of Omaha",https://edition.cnn.com/2025/05/03/business/warren-buffett-berkshire-hathaway-meeting,Business
Analysis: Trump is trying to chill the investigative journalism that holds him to account,https://edition.cnn.com/2025/05/03/media/analysis-trump-world-press-freedom-day-chill-journalism,Business
Why crispy chicken is the latest battleground in fast food,https://edition.cnn.com/2025/05/03/food/chicken-menu-fast-food-competition,Business
Another round of auto tariffs just went into effect. They could change the industry forever,https://edition.cnn.com/2025/05/03/business/auto-parts-tariffs,Business
"Trump shrugs off recession fears, saying a downturn would be OK in the long term",https://edition.cnn.com/2025/05/02/business/trump-recession-nbc-meet-the-press,Business
Zelle is coming back online after an outage for some bank customers,https://edition.cnn.com/2025/05/02/business/zelle-outage-banks-payments,Business
,https://edition.cnn.com/2025/05/05/business/video/tourism-comeback-middle-east-spc,Business
Video,https://edition.cnn.com/2025/05/05/business/video/tourism-comeback-middle-east-spc,Business
,https://edition.cnn.com/2025/05/05/business/video/middle-east-future-proofing-tourism-spc,Business
Video,https://edition.cnn.com/2025/05/05/business/video/middle-east-future-proofing-tourism-spc,Business
,https://edition.cnn.com/2025/05/03/business/video/warren-buffett-comments-trade-tariffs-jack-buffington-supply-chain-expert-digvid,Business
